<new sheet>
sheet_name: 4.02
,,Monetary Aggregates,,,Broad Money (M2b) - Use Side,,,,,,Broad Money (M2b) - Source Side,,,,,,,,,,,
,,,Rs. Million,,,,,,Rs. Million,,,,,,,,,,,,,Rs. Million
,,Reserve Money (M0)  (a),Broad Money (M2) (b),,Currency held by the Public,Demand Deposits held by the Public,"Narrow Money (M1) 
(c)    
 (1) + (2)",Time and Savings Deposits held by the Public,"Broad Money (M2b) 
(d)            
 (3) + (4)",,Net Foreign Assets of Monetary Authorities (e),Net Foreign Assets of Commercial Banks ,"Net Foreign Assets (NFA) 
(5) + (6)",Net Credit granted to the Government by Central Bank,Net Credit granted to the Government by Commercial Banks,"Net Credit granted to the Government (NCG)
(8) + (9)",Credit granted to Public Corporations by Commercial Banks,Credit granted to the Private Sector by Commercial Banks ,"Domestic Credit 
(10) + (11) + (12)",Other Items (net) ,"Net Domestic Assets  (NDA)       
 (13) + (14)","Broad Money (M2b)
 (7) + (15)"
,,,,,-1,-2,-3,-4,,,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,
,2000-02-01 00:00:00,98687,361256,,55993,50730,106723,326832.76094701,433555.76094701,,91536,9973,101509,41395,53305,94700,14779,328359,437838,-105790,332048,433557
,2000-03-01 00:00:00,102943,366263,,58641,51139,109780,332060.761509045,441840.761509045,,90350,8724,99074,47110,48206,95316,18591,330568,444475,-101709,342766,441840
,2000-04-01 00:00:00,102623,369479,,58186,51685,109871,330099.174389,439970.174389,,87057,11310,98367,49644,51747,101391,18178,334389,453958,-112357,341601,439968
,2000-05-01 00:00:00,101353,365197,,56231,50186,106417,329277.160843035,435694.160843035,,80141,8817,88958,56672,43981,100653,19761,337166,457580,-110843,346737,435695
,2000-06-01 00:00:00,101524,370625,,56792,51968,108760,334067.39298734,442827.39298734,,80530,6484,87014,61094,45791,106885,22592,346030,475507,-119694,355813,442827
,2000-07-01 00:00:00,100403,373504,,56401,51509,107910,338079.04927912,445989.04927912,,80177,5383,85560,60488,48833,109321,24414,344628,478363,-117937,360426,445986
,2000-08-01 00:00:00,94487,376499,,57369,51599,108968,342250.60387174,451218.60387174,,74420,14396,88816,59822,49778,109600,27181,345662,482443,-120064,362379,451195
,2000-09-01 00:00:00,100936,383562,,59524,52165,111689,345906.0057327,457595.0057327,,71391,16273,87664,69339,46715,116054,28635,349620,494309,-124376,369933,457597
,2000-10-01 00:00:00,101089,388701,,58669,53970,112639,350616.8314015,463255.8314015,,66336,13734,80070,74875,51988,126863,33652,353628,514143,-130951,383192,463262
,2000-11-01 00:00:00,98875,387452,,58271,50690,108961,356776.19105848,465737.19105848,,58287,11646,69933,82622,49565,132187,36745,358280,527212,-131406,395806,465739
,2000-12-01 00:00:00,105163,404669,,62647,55830,118477,364943.9014357832,483420.9014357832,,57947,11582,69529,91556,55748,147304,38254,364369,549927,-136035,413892,483421
,2001-01-01 00:00:00,103452,398998,,59264,52448,111712,374857.890675393,486569.890675393,,65154,11498.745576059977,76652.74557605997,87853,60731.490675393,148584.490675393,38837.9,372683.6,560105.990675393,-150189.92015550996,409916.07051988307,486568.81609594304
,2001-02-01 00:00:00,101573,400994,,59727,51951,111678,377245.8087561128,488923.8087561128,,62765.31671999999,16509.537675110005,79274.85439510999,83968,63663.408756112796,147631.4087561128,36391.9,374042,558065.3087561128,-148417.87551073002,409647.4332453828,488922.2876404928
,2001-03-01 00:00:00,106331,403946,,62437,51494,113931,379736.5185839599,493667.5185839599,,62474.853599999995,15652.08381204999,78126.93741204999,88995,65628.5185839599,154623.5185839599,37801,377378.6,569803.1185839599,-154262.17985637006,415540.9387275898,493667.87613963976
,2001-04-01 00:00:00,104586,407081,,60237,53970,114207,384776.9905958224,498983.9905958224,,64916.55264,12896.107999749991,77812.66063974999,89292,67121.5905958224,156413.5905958224,41904.6,383070,581388.1905958224,-160217.45413668,421170.7364591424,498983.39709889237
,2001-05-01 00:00:00,103145,406112,,59118.38820828,51044.9921947,110163.38040298,388127.9647877891,498291.34519076906,,61343.08256,9080.887469039997,70423.97002904,92355,68095.0829263691,160450.0829263691,44810.270497,385060.8594291601,590321.2128525291,-162453.95512973005,427867.2577227991,498291.2277518391
,2001-06-01 00:00:00,103444,405506,,59577.827441589994,48950.55342565,108528.38086723999,387202.75367830775,495731.1345455478,,65128.92736,6999.821096040003,72128.74845604,89407.1,65256.75735333781,154663.8573533378,46606.563856,386124.22511374997,587394.6463230877,-163792.23287418002,423602.4134489077,495731.1619049477
,2001-07-01 00:00:00,104408,410081,,59344.00019147,49752.962169629995,109096.96236109998,393319.5720048455,502416.5343659455,,65335,6481.574199080009,71816.57419908,91423,65668.2116956855,157091.21169568552,47971.839536,386381.64521749003,591444.6964491755,-160844.73628135998,430599.9601678155,502416.5343668955
,2001-08-01 00:00:00,104643,413279,,59980.775022,49722.3859026,109703.1609246,400116.9115210361,509820.07244563615,,73863.1,4678.244184099989,78541.34418409999,85436,79005.40151530609,164441.4015153061,43627.958426,384099.882111,592169.2420523061,-160890.41379100003,431278.82826130604,509820.17244540603
,2001-09-01 00:00:00,106927,421417,,61067.06185265,51027.817816439994,112094.87966908999,403850.4673627108,515945.3470318008,,74711.6844,811.9678630400012,75523.65226304,87963.2,83913.1839990608,171876.38399906078,43151.439323,384591.67794932,599619.5012713808,-159197.42210172,440422.0791696608,515945.7314327008
,2001-10-01 00:00:00,105047,426318,,60519.35299655,50924.92167314,111444.27466969,408888.0832865696,520332.3579562596,,74403.40344000001,3073.3452457100066,77476.74868571002,87837.4,88759.0472613096,176596.4472613096,42645.186575,386890.63376216,606132.2675984696,-163276.75488444802,442855.5127140216,520332.2613997316
,2001-11-01 00:00:00,106713,435733,,63719.85571946,53382.02270051,117101.87841997,415755.2764159275,532857.1548358975,,81145,-7516.892088180008,73628.10791182,83732,103750.5315257675,187482.5315257675,42178.465771,394150.10683150997,623811.1041282774,-164582.10720386996,459228.99692440743,532857.1048362274
,2001-12-01 00:00:00,112522,450726,,65535.80523965,56674.24017774,122210.04541739,426927.8127472301,549137.8581646201,,84345.70000000001,-10215.90709118,74129.79290882,84535,116776.0716373701,201311.0716373701,40810.921558,396753.91921587003,638875.9124112402,-163867.14715532,475008.7652559201,549138.5581647401
,2002-01-01 00:00:00,111022,451700,,63681.73805496,56421.55846788,120103.29652284,430093.99959573033,550197.2961185704,,84824.4,-10486.589316920006,74337.81068308,79619,121990.33334879042,201609.33334879042,40473.43733,393678.85022614,635761.6209049304,-159900.73567027997,475860.88523465046,550198.6959177305
,2002-02-01 00:00:00,108538,457016,,65641.67062476999,55618.203154129995,121259.87377889999,437302.78798373434,558562.6617626343,,87851,-10664.118540140007,77186.88145985999,64931,132773.7559540543,197704.7559540543,38622.007142,397031.131684,633357.8947800543,-151982.51447752002,481375.3803025343,558562.2617623943
,2002-03-01 00:00:00,116958,466120,,70567.37618596,55127.95141887,125695.32760483,444549.43375772366,570244.7613625537,,85977,-6292.525971100011,79684.47402889999,75417.8,120593.2593801236,196011.05938012362,38768.391854,405259.60578405997,640039.0570181836,-149478.96968508,490560.08733310364,570244.5613620037
,2002-04-01 00:00:00,118017,468666,,68385.98964914,55808.16621327,124194.15586241,450846.6057869743,575040.7616493843,,94552.40792200001,-6865.76442750002,87686.6434945,71832,127765.3372633644,199597.3372633644,40677.939469000004,403205.39561898,643480.6723513444,-156126.54627480003,487354.12607654434,575040.7695710444
,2002-05-01 00:00:00,116343,470681,,68241.829672,57745.10626724,125986.93593924001,451069.8114128,577056.74735204,,95347.285485,-6081.066004190012,89266.21948080999,74566.3,128551.59068479997,203117.8906848,43346.390707,405421.42125,651885.7026418,-164095.16116774,487790.54147406004,577056.76095487
,2002-06-01 00:00:00,118700,476295,,68999.787763,56508.719624239995,125508.50738724,458826.83999574947,584335.3473829895,,103747,-9703.115266195004,94043.884733805,68874,134614.3743112345,203488.3743112345,39305.030809,412593.733290832,655387.1384110665,-165095.69346851003,490291.44494255644,584335.3296763614
,2002-07-01 00:00:00,119940,481908,,68652.667651,59292.93486124,127945.60251224,461980.16604697646,589925.7685592165,,102690.34344,-8272.478779815508,94417.86466018448,69355.3,132563.674284842,201918.97428484203,42858.492207,415683.5879077895,660461.0543996316,-164952.7505012795,495508.3038983521,589926.1685585366
,2002-08-01 00:00:00,120214,485384,,70309.053967,58743.22294523999,129052.27691223999,467271.96109034325,596324.2380025833,,104594.92379199997,-3617.382115542394,100977.54167645758,68905.3,130685.44080442321,199590.74080442323,41516.909439999996,417118.0997958352,658225.7500402584,-162878.7316555,495347.0183847584,596324.560061216
,2002-09-01 00:00:00,121716,488941,,70628.735397,58801.67381424,129430.40921124,472040.76380031445,601471.1730115544,,107064,-6495.32854100001,100568.67145899999,71673,128688.83504731441,200361.8350473144,42866.576952,424425.868982,667654.2809813144,-166752.77943,500901.5015513144,601470.1730103143
,2002-10-01 00:00:00,120236,493671,,69929.756861,59300.733531239996,129230.49039224,476153.99338500004,605384.48377724,,107233.474,-5289.227645499999,101944.2463545,70914.70000000001,129392.45970725,200307.15970725002,42897.154408,428404.73000362504,671609.044118875,-168168.7985045,503440.24561437505,605384.491968875
,2002-11-01 00:00:00,123286,499616,,71764.719206,60020.48161124,131785.20081724,482355.89230348985,614141.0931207298,,109304.902,-5100.331768456905,104204.5702315431,72083.76000000001,127204.41324611919,199288.1732461192,44475.146957,431224.14013601467,674987.4603391339,-165050.9964239659,509936.46391516796,614141.034146711
,2002-12-01 00:00:00,126411,510395,,75291.80990000001,64069.20205924,139361.01195924002,483134.334088725,622495.346047965,,117376.20000000001,-6733.47953135,110642.72046865002,70934.3,122059.6170948,192993.9170948,43031.123786,444371.32709477504,680396.367975575,-168543.95137507503,511852.4166005,622495.13706915
,2003-01-01 00:00:00,123527,512993,,73808.383461,62225.19081324,136033.57427424,493459.354357342,629492.9286315821,,124129.1,-3710.529141476203,120418.5708585238,62978.2,131213.6979074068,194191.8979074068,41463.94186,441505.10190679575,677160.9416742026,-168086.88390138443,509074.05777281814,629492.628631342
,2003-02-01 00:00:00,127140,518190,,75534.353609,62303.709463240004,137838.06307224,497899.0059184273,635737.0689906674,,124577.23699999998,-1729.8279284001183,122847.40907159986,58311.7,127708.87253589,186020.57253588998,41104.061676,444008.27257686947,671132.9067887594,-158243.24686993205,512889.65991882735,635737.0689904272
,2003-03-01 00:00:00,131778,524675,,76880.056369,64323.673231,141203.7296,501859.70045245497,643063.4300524549,,124175.70000000001,-8646.126750585492,115529.57324941452,62949.7,128218.63377498799,191168.333774988,42971.142874,450943.6718734163,685083.1485224043,-157549.0732185905,527534.0753038138,643063.6485532284
,2003-04-01 00:00:00,128642,530354,,77281.12973100001,65883.83281723999,143164.96254824,505426.2218370049,648591.1843852449,,130828.50000000004,-10454.962837956598,120373.53716204345,54576.4,126644.9051449802,181221.3051449802,41186.957404,456857.0360764031,679265.2986253833,-151047.94840242184,528217.3502229615,648590.8873850049
,2003-05-01 00:00:00,132421,532806,,76883.10465,67121.38021523999,144004.48486524,507245.831245021,651250.316110261,,134823,-9184.1099238846,125638.89007611541,58146,130839.3434279298,188985.3434279298,42783.324290000004,461715.43530967337,693484.1030276031,-167873.44895927474,525610.6540683284,651249.5441444438
,2003-06-01 00:00:00,130725,532767,,75305.262267,66905.092998,142210.355265,512794.072123795,655004.427388795,,137851,-4886.060214175013,132964.93978582497,52651,127129.518977945,179780.518977945,39067.039984999996,467799.19936144,686646.758324385,-164608.27081854997,522038.4875058351,655003.4272916601
,2003-07-01 00:00:00,131026,539612,,76468.102868,67872.79349167,144340.89635967,516115.4138067372,660456.3101664073,,142445,-3697.6856593391894,138747.3143406608,42931,131556.2500200411,174487.2500200411,36441.380495,473678.73359076504,684607.3641058061,-162898.36925145666,521708.9948543494,660456.3091950102
,2003-08-01 00:00:00,135246,545485,,79012.488031,70441.96310924,149454.45114024,519288.9895892805,668743.4407295205,,146263,-2390.1491368583083,143872.8508631417,42442,133274.8370182708,175716.8370182708,35831.219412,476796.5214908855,688344.5779211563,-163474.98265512023,524869.5952660361,668742.4461291778
